trad,ss01,ss02,ss03,ss04,ss05,ss06,ss07
楔,,,,,,,
楗,,,,,,,
楚,,,,,,,
楛,,,,,,,
楝,,,,,,楝.er2,
楞,,,,,,,
楠,,,,,,楠.er2,
楣,,,,,,𠃜,
楦,,,,,,,
楨,,桢,,桢,桢,桢,桢
楫,,,,,,楫.er2,
業,,业,业,业,业,业,业
楮,,,,,,,
楱,,,,,,,
極,,极,极,极,极,极,极
楷,,,,,,,
楸,,,,,,,
楹,,,,,,,
楼,,,,,,,
概,,,,,,概.er2,
榄,,,,,,,
榆,,,,,,,
榇,,,,,,,
榈,,,,,,,
榉,,,,,,,
榍,,,,,,,
榔,,,,,,,
榕,,,,,,,
榛,,,,,,,
榜,,,,,,榜.er2,
榣,,,,,,,
榦,,干,,干,干,干,干
榧,,,,,,,
榨,,,,,,乍,
榪,,杩,,杩,杩,杩,杩
榫,,,,,,榫.er2,
榭,,,,,,榭.er2,
榮,荣,荣,荣,荣,荣,荣,荣
榱,,,,,,,
榴,,,,,榴.er1,榴.er1,
榷,,,,,,,
榻,,,,,,,
榿,,桤,,桤,桤,桤,桤
槁,,,,,,槁.er2,
槃,,,,,,,
槊,,,,,,,
構,,构,,构,构,构,构
槌,,,,,,,
槍,,枪,,枪,枪,枪,枪
槎,,,,,,,
槐,,,,,,槐.er2,
槓,,杠,,杠,杠,杠,杠
槔,,,,,,,
槚,,,,,,,
槛,,,,,,槛.er2,
槟,,,,,,,
槠,,,,,,,
槤,,梿,,梿,梿,梿,梿
槧,,椠,,椠,椠,椠,椠
槨,,椁,,椁,椁,椁,椁
槭,,,,,,,
槲,,,,,,,
槳,,桨,,桨,桨,桨,桨
槽,,,,,,,
槿,,,,,,,
樁,,桩,,桩,桩,桩,桩
樂,乐.kmt,乐,乐,乐,乐,乐,乐
樅,,枞,,枞,枞,枞,枞
樊,,,,,,,
樑,,梁,,梁,梁,梁,梁
樓,楼,楼,楼,楼,楼,楼,楼
樗,,,,,,,
樘,,,,,,,
標,,标,标,标,标,标,标
樞,枢.kmt,枢,枢,枢,枢,枢,枢
樟,,,,,,,
模,,,,,,,
樣,,样,样,样,样,样,样
樨,,,,,,,
横,,,,,,,
樯,,,,,,,
樱,,,,,桜,桜,
樵,,,,,,樵.er2,
樷,,,,,,,
樸,,朴,朴,朴,朴,朴,朴
樹,,树,树,树,树,树,树
樺,,桦,,桦,桦,桦,桦
樽,,,,,,,
樾,,,,,,,
橄,,,,,,橄.er2,
橇,,,,,,,
橈,,桡,,桡,桡,桡,桡
橋,桥,桥,桥,桥,桥,桥,桥
橐,,,,,,,
橘,,,,,桔,桔,
橙,,,,,,,
橛,,,,,,㭈,
機,机,机,机,机,机,机,机
橡,,,,,𬂭,𬂭,
橢,,椭,,椭,椭,椭,椭
橥,,,,,,,
橫,,横,,横,横,横,横
橱,,,,,,,
橹,,,,,,,
橼,,,,,,,
橾,,,,,,,
檀,枟,,,,枟,枟,
檁,,檩,,檩,檩,檩,檩
檄,,,,,,,
檉,,柽,,柽,柽,柽,柽
檎,,,,,,,
檐,,,,,,沿,
檑,,,,,,,
檔,,档,档,档,档,档,档
檗,,,,,,,
檜,桧,桧,,桧,桧,桧,桧
檟,,槚,,槚,槚,槚,槚
檠,,,,,,,
檢,,检,检,检,检,检,检
檣,,樯,,樯,樯,樯,樯
檩,,,,,,,
檬,,,,,,蒙.er1,
檮,,梼,,梼,梼,梼,梼
檯,枱,台,枱,枱,台,台,台
檳,,槟,梹,梹,槟,槟,槟
檸,,柠,,柠,柠,宁,柠
檻,,槛,,槛,槛,槛.er2,槛
櫂,,,,,,,
櫃,柜,柜,柜,柜,柜,柜,柜
櫓,,橹,,橹,橹,橹,橹
櫚,,榈,,榈,榈,榈,榈
櫛,,栉,,栉,栉,栉,栉
櫝,,椟,,椟,椟,椟,椟
櫞,,橼,,橼,橼,橼,橼
櫟,,栎,,栎,栎,栎,栎
櫥,,橱,,橱,橱,橱,橱
櫧,,槠,,槠,槠,槠,槠
櫨,,栌,,栌,栌,栌,栌
櫪,,枥,,枥,枥,枥,枥
櫫,,橥,,橥,橥,橥,橥
櫬,,榇,,榇,榇,榇,榇
櫱,,蘖,,蘖,蘖,孽.er2,蘖
櫳,,栊,,栊,栊,栊,栊
櫸,,榉,,榉,榉,榉,榉
櫺,,棂,,棂,棂,棂,棂
櫻,,樱,,樱,桜,桜,樱
欄,,栏,栏,栏,栏,栏,栏
權,权,权,权,权,权,权,权
欏,,椤,,椤,椤,椤,椤
欐,,,,,,,
欒,,栾,,栾,栾,栾,栾
欖,,榄,,榄,榄,榄,榄
欞,,棂,,棂,棂,棂,棂
欠,,,,,,,
次,,,,,,,
欢,,,,,,,
欣,,,,,,,
欤,,,,,,,
欧,,,,,,,
欲,,,,,,,
欷,,,,,,,
欹,,,,,,,
欺,,,,,,欺.er2,
欽,,钦,,钦,钦,钦,钦
款,,,,,𤘯,𤘯,
歃,,,,,,,
歆,,,,,,,
歇,,,,,,,
歉,,,,,欠,欠,
歌,,,,,,,
歎,,叹,,叹,叹,叹,叹
歐,欧.kmt,欧,欧,欧,欧,欧,欧
歙,,,,,,,
歜,,,,,,,
歟,欤,欤,,欤,欤,欤,欤
歡,欢,欢,欢,欢,欢,欢,欢
止,,,,,,,
正,,,,,,,
此,,,,,,,
步,,,,,,,
武,,,,,,,
歧,,,,,岐,岐,
歪,,,,,,,
歲,岁,岁,𭭚,𭭚,岁,岁,岁
歷,,历,历,历,历,历,历
歸,归.kmt,归,归,归,归,归,归
歹,,,,,,,
歺,,,,,,,
死,,,,,,,
歼,,,,,,,
歿,,殁,,殁,殁,殁,殁
殁,,,,,,,
殂,,,,,,,
殃,,,,,,,
殄,,,,,,,
殆,,,,,,,
殇,,,,,,,
殉,,,,,,,
殊,,,,,,,
残,,,,,,,
殍,,,,,,,
殒,,,,,,,
殓,,,,,,,
殖,,,,,殖.er1,殖.er1,
殘,,残,残,残,残,残,残
殚,,,,,,,
殛,,,,,,,
殞,,殒,,殒,殒,殒,殒
殡,,,,,,,
殤,,殇,,殇,殇,殇,殇
殪,,,,,,,
殫,,殚,,殚,殚,殚,殚
殭,,僵,,僵,僵,僵,僵
殮,,殓,,殓,殓,殓,殓
殯,殡,殡,殡,殡,殡,殡,殡
殰,,㱩,,㱩,㱩,㱩,㱩
殲,,歼,,歼,歼,歼,歼
殳,,,,,,,
殴,,,,,,,
段,,,,,,,
殷,,,,,,,
殺,杀,杀,杀,杀,杀,杀,杀
殼,,壳,壳,壳,壳,壳,壳
殿,,,,,𡱒,𡱒,
毀,,毁,,毁,毀.er1,毀.er1,毁
毁,,,,,毀.er1,毀.er1,
毂,,,,,,,
毅,,,,,,毅.er1,
毆,殴.kmt,殴,殴,殴,殴,殴,殴
毋,,,,,,,
母,,,,,,,
每,,,,,,,
毒,,,,,,,
毓,,,,,,,
比,,,,,,,
毕,,,,,,,
毖,,,,,,,
毗,,,,,,,
毙,,,,,,,
毚,,,,,,,
毛,,,,,,,
毡,,,,,,,
毫,,,,,,,
毬,,,,,,,
毯,,,,,,,
毳,,,,,,,
毵,,,,,,,
毹,,,,,,,
毽,,,,,,毽.er2,
毿,,毵,,毵,毵,毵,毵
氂,,牦,,牦,牦,牦,牦
氅,,,,,,,
氆,,,,,,,
氇,,,,,,,
氈,毡,毡,,毡,毡,毡,毡
氌,,氇,,氇,氇,氇,氇
氍,,,,,,,
氏,,,,,,,
氐,,,,,,,
民,,,,,,,
氓,,,,,,,
气,,,,,,,
氕,,,,,,,
氖,,,,,,,
氘,,,,,,,
氙,,,,,,,
氚,,,,,,,
氛,,,,,,,
氟,,,,,,,
氡,,,,,,,
氢,,,,,,,
氣,气,气,气,气,气,气,气
氤,,,,,,,
氦,,,,,,,
氧,,,,,,,
氨,,,,,,,
氩,,,,,,,
氪,,,,,,,
氫,,氢,氢,氢,氢,氢,氢
氬,,氩,,氩,氩,氩,氩
氮,,,,,,,
氯,,,,,,,
氰,,,,,,,
氲,,,,,,,
氳,,氲,,氲,氲,氲,氲
水,,,,,,,
永,,,,,,,
氾,,,,,,,
氿,,,,,,,
汀,,,,,,,
汁,,,,,,,
求,,,,,,,
汆,,,,,,,
汇,,,,,,,
汉,,,,,,,
汊,,,,,叉,叉,
汍,,,,,,,
汎,,,,,,,
汐,,,,,,,
汔,,,,,,,
汕,,,,,,,
汗,,,,,,,
汘,,,,,,,
汙,,污,,污,污,污,污
汛,,,,,,,
汜,,,,,,,
汝,,,,,,,
汞,,,,,,,
江,,,,,,,
池,,,,,,,
污,,,,,,,
汤,,,,,,,
汨,,,,,,,
汩,,,,,,,
汪,,,,,,,
汰,,,,,,,
汲,,,,,,,
汴,,,,,,,
汶,,,,,,,
汹,,,,,,,
決,,决,,决,决,决,决
汽,,,,,,,
汾,,,,,,,
沁,,,,,,,
沂,,,,,,,
沃,,,,,,,
沄,,,,,,,
沅,,,,,,,
沆,,,,,,,
沈,,,,,,,
沉,,,,,,,
沋,,,,,,,
沌,,,,,,,
沍,,,,,,,
沏,,,,,,,
沐,,,,,,,
沒,,没,,没,没,殳,没
沓,,,,,,,
沔,,,,,,,
沖,,冲,,冲,冲,冲,冲
沘,,,,,,,
沙,,,,,,,
沛,,,,,,,
沟,,,,,,,
没,,,,,,殳,
沣,,,,,,,
沤,,,,,,,
沥,,,,,,,
沦,,,,,,,
沧,,,,,,,
沨,,,,,,,
沩,,,,,,,
沪,,,,,,,
沫,,,,,,,
沬,,,,,,,
沭,,,,,,,
沮,,,,,,,
沱,,,,,,,
河,,,,,,,
沵,,,,,,,
沸,,,,,,,
油,,,,,,,
治,,,,,,,
沼,,,,,,,
沽,,,,,,,
沾,,,,,,,
沿,,,,,,,
況,,况,,况,况,况,况
泄,,,,,,,
泅,,,,,,,
泉,,,,,,,
泊,,,,,,,
泌,,,,,,,
泎,,,,,,,
泐,,,,,,,
泓,,,,,,,
泔,,,,,,,
法,,,,,,,
泖,,,,,,,
泗,,,,,,,
泛,,,,,,,
泜,,,,,,,
泝,,溯,,溯,溯,溯,溯
泞,,,,,,,
泠,,,,,,,
泡,,,,,,,
波,,,,,,,
泣,,,,,,,
泥,,,,,,,
注,,,,,,,
泪,,,,,,,
泫,,,,,,,
泮,,,,,,,
泯,,,,,,,
泰,,,,,太,太,
泱,,,,,,,
泳,,,,,,,
泵,,,,,,,
泶,,,,,,,
泷,,,,,,,
泸,,,,,,,
泺,,,,,,,
泻,,,,,,,
泼,,,,,,,
泽,,,,,,,
泾,,,,,,,
洁,,,,,,,
洄,,,,,,,
洇,,,,,,,
洋,,,,,,,
洌,,,,,,,
洎,,,,,,,
洒,,,,,,,
洗,,,,,,,
洙,,,,,,,
洚,,,,,,,
洛,,,,,,,
洞,,,,,,,
津,,,,,,,
洧,,,,,,,
洩,,泄,,泄,泄,泄,泄
洪,,,,,,,
洫,,,,,,,
洮,,,,,,,
洰,,,,,,,
洱,,,,,,洱.er2,
洲,,,,,,,
洳,,,,,,,
洵,,,,,,,
洶,,汹,,汹,汹,汹,汹
洸,,,,,,,
洹,,,,,,,
活,,,,,,,
洼,,,,,,,
洽,,,,,,,
派,,,,,,,
流,,,,,,,
浂,,,,,,,
浃,,,,,,,
浅,,,,,,,
浆,,,,,,,
浇,,,,,,,
浈,,,,,,,
浉,,,,,,,
浊,,,,,,,
测,,,,,,,
浍,,,,,,,
济,,,,,,,
浏,,,,,,,
浐,,,,,,,
浑,,,,,,,
浒,,,,,,,
浓,,,,,,,
浔,,,,,,,
浕,,,,,,,
浙,,,,,,,
浚,,,,,,,
浞,,,,,,,
浠,,,,,,,
浣,,,,,,,
浥,,,,,,,
浦,,,,,,𣱶,
浩,,,,,,,
浪,,,,,,,
浬,,,,,,,
浮,,,,,,,
浯,,,,,,,
浴,,,,,,,
海,,,,,,,
浸,,,,,,𪫆,
浹,,浃,,浃,浃,浃,浃
浼,,,,,,,
涂,,,,,,,
涅,,,,,,,
涇,,泾,,泾,泾,泾,泾
消,,,,,,,
涉,,,,,,,
涊,,,,,,,
涌,,,,,,,
涎,,,,,,涎.er2,
涑,,,,,,,
涓,,,,,,,
涔,,,,,,,
涕,,,,,,涕.er2,
涛,,,,,,,
涝,,,,,,,
涞,,,,,,,
涟,,,,,,,
涠,,,,,,,
涡,,,,,,呙,
涢,,,,,,,
涣,,,,,,,
涤,,,,,,,
润,,,,,,,
涧,,,,,,,
涨,,,,,,涱.er2,
涩,,,,,,,
涪,,,,,,,
涫,,,,,,,
涮,,,,,,,
涯,,,,,,,
液,,,,,,,
涵,,,,,,,
涸,,,,,,,
涼,,凉,,凉,凉,凉,凉
涿,,,,,,,
淀,,,,,,,
淄,,,,,,,
淅,,,,,,,
淆,,,,,,,
淇,,,,,,淇.er2,
淋,,,,,,,
淌,,,,,,,
淑,,,,,,,
淒,,凄,,凄,凄,凄,凄
淖,,,,,,,
淘,,,,,,,
淙,,,,,,,
淚,,泪,,泪,泪,泪,泪
淝,,,,,,,
淞,,,,,,,
淠,,,,,,,
淡,,,,,,,
淤,,,,,,,
淥,,渌,,渌,渌,渌,渌
淦,,,,,,,
淨,,净,,净,净,净,净
淩,,凌,,凌,凌,凌,凌
淪,,沦,,沦,沦,沦,沦
淫,,,,,,,
淬,,,,,,,
淮,,,,,,淮.er2,
深,,,,,,,
淳,,,,,,,
淵,,渊,渊,渊,渊,渊,渊
淶,,涞,,涞,涞,涞,涞
混,,,,,,,
淹,,,,,,,
淺,,浅,浅,浅,浅,浅,浅
添,,,,,,添.er2,
淼,,,,,,,
清,,,,,清.er1,清.er1,
渊,,,,,,,
渌,,,,,,,
渍,,,,,,,
渎,,,,,,,
渐,,,,,,,
渑,,,,,,,
渔,,,,,,,
渗,,,,,,,
渙,,涣,,涣,涣,涣,涣
渚,,,,,,,
減,,减,,减,减,减,减
渝,,,,,,,
渠,,,,,洰,洰,
渡,,,,,,,
渢,,沨,,沨,沨,沨,沨
渣,,,,,,泎,
渤,,,,,,孛,
渥,,,,,,,
渦,,涡,,涡,涡,呙,涡
温,,,,,,温.er2,
渫,,,,,,,
測,,测,,测,测,测,测
渭,,,,,,,
港,,,,,,,
渲,,,,,,㝉,
渴,,,,,,,
游,,,,,沋,沋,
渺,,,,,,,
渾,,浑,,浑,浑,浑,浑
湃,,,,,,,
湄,,,,,,𠃜,
湊,,凑,,凑,凑,凑,凑
湍,,,,,,,
湎,,,,,,,
湓,,,,,,,
湔,,,,,,,
湖,,,,,,,
湘,,,,,,,
湛,,,,,,,
湞,,浈,,浈,浈,浈,浈
湟,,,,,,,
湣,,,,,,,
湧,,涌,,涌,涌,涌,涌
湩,,,,,,,
湫,,,,,,,
湮,,,,,,,
湯,,汤,,汤,汤,汤,汤
湲,,,,,,,
湾,,,,,,,
湿,,,,,,,
溃,,,,,,,
溅,,,,,,,
溆,,,,,,,
溇,,,,,,,
溈,,沩,,沩,沩,沩,沩
溉,,,,,,𣲪,
溏,,,,,,,
源,,,,,沅,沅,
準,,准,,准,准,准,准
溘,,,,,,,
溜,,,,,溜.er1,溜.er1,
溝,,沟,,沟,沟,沟,沟
溟,,,,,,,
溢,,,,,,溢.er2,
溥,,,,,,,
溧,,,,,,,
溪,,,,,,,
溫,,温,,温,温,温.er2,温
溮,,浉,,浉,浉,浉,浉
溯,,,,,,,
溱,,,,,,,
溲,,,,,,,
溳,,涢,,涢,涢,涢,涢
溴,,,,,,,
溶,,,,,,,
溷,,,,,,,
溺,,,,,,,
溼,,湿,湿,湿,湿,湿,湿
溽,,,,,,,
滁,,,,,,,
滂,,,,,,,
滄,,沧,,沧,沧,沧,沧
滅,,灭,,灭,灭,灭,灭
滇,,,,,滇.er1,滇.er1,
滋,,,,,,,
滌,,涤,,涤,涤,涤,涤
滎,,荥,,荥,荥,荥,荥
滏,,,,,,,
滑,,,,,,,
滓,,,,,,,
滔,,,,,,滔.er2,
滕,,,,,,𣳾.er2,
滗,,,,,,,
滚,,,,,,衮.er2,
滞,,,,,,,
滟,,,,,,,
滠,,,,,,,
满,,,,,,,
滢,,,,,,,
滤,,,,,,,
滥,,,,,㳕,㳕,
滦,,,,,,,
滨,,,,,,,
滩,,,,,,滩.er2,
滪,,,,,,,
滬,沪,沪,,沪,沪,沪,沪
滯,,滞,,滞,滞,滞,滞
滲,,渗,渗,渗,渗,渗,渗
滴,,,,,,滴.er2,
滷,,卤,,卤,卤,卤,卤
滸,,浒,,浒,浒,浒,浒
滹,,,,,,,
滻,,浐,,浐,浐,浐,浐
滾,,滚,,滚,滚,衮.er2,滚
滿,,满,,满,满,满,满
漁,,渔,,渔,渔,渔,渔
漂,,,,,,漂.er2,
漆,,,,,㲺,㲺,
漉,,,,,,,
漊,,溇,,溇,溇,溇,溇
漏,,,,,,屚.er2,
漓,,,,,,,
演,,,,,演.er1,演.er1,
漕,,,,,,,
漚,,沤,,沤,沤,沤,沤
漠,,,,,,,
漢,,汉,汉,汉,汉,汉,汉
漣,,涟,,涟,涟,涟,涟
漤,,,,,,,
漩,,,,,,𭻾,
漪,,,,,,,
漫,,,,,,,
漬,,渍,,渍,渍,渍,渍
漭,,,,,,,
漯,,,,,,,
漱,,,,,,,
漲,涨.kmt,涨,,涨,涨,涱.er2,涨
漳,,,,,,,
漵,,溆,,溆,溆,溆,溆
漶,,,,,,,
漸,,渐,渐,渐,渐,渐,渐
漾,,,,,,,
漿,,浆,,浆,浆,浆,浆
潁,,颍,,颍,颍,颍,颍
潆,,,,,,,
潇,,,,,,,
潋,,,,,,,
潍,,,,,,潍.er2,
潑,泼,泼,溌.sgp,溌.sgp,泼,泼,泼
潔,,洁,,洁,洁,洁,洁
潘,,,,,,,
潛,,潜,,潜,汘,汘,潜
潜,,,,,汘,汘,
潞,,,,,,,
潟,,,,,,,
潠,,,,,,,
潢,,,,,,,
潤,,润,润,润,润,润,润
潦,,,,,了,了,
潭,,,,,,,
潮,,,,,,潮.er2,
潯,,浔,,浔,浔,浔,浔
潰,,溃,,溃,溃,溃,溃
潲,,,,,,,
潴,,,,,,,
潷,,滗,,滗,滗,滗,滗
潸,,,,,,,
潺,,,,,,,
潼,,,,,,,
潿,,涠,,涠,涠,涠,涠
澀,,涩,,涩,涩,涩,涩
澄,,,,,,,
澆,,浇,,浇,浇,浇,浇
澇,,涝,,涝,涝,涝,涝
澈,,,,,,彻,
澉,,,,,,,
澌,,,,,,,
澍,,,,,,,
澎,,,,,,,
澐,,沄,,沄,沄,沄,沄
澗,,涧,,涧,涧,涧,涧
澜,,,,,㳕,㳕,
澠,,渑,,渑,渑,渑,渑
澡,,,,,,澡.er2,
澤,,泽,泽,泽,泽,泽,泽
澦,,滪,,滪,滪,滪,滪
澧,,,,,,,
澩,,泶,,泶,泶,泶,泶
澮,,浍,,浍,浍,浍,浍
澱,,淀,,淀,淀,淀,淀
澳,,,,,,沃,
澴,,,,,,,
澶,,,,,,,
澹,,,,,,,
激,,,,,,㲹,
濁,,浊,,浊,浊,浊,浊
濂,,,,,,,
濃,,浓,,浓,浓,浓,浓
濉,,,,,,,
濑,,,,,,,
濒,,,,,,,
濔,,沵,,沵,沵,沵,沵
濕,,湿,湿,湿,湿,湿,湿
濘,,泞,,泞,泞,泞,泞
濛,,蒙,,蒙,蒙.er1,蒙.er1,蒙
濜,,浕,,浕,浕,浕,浕
濞,,,,,,,
濟,,济,济,济,济,济,济
濠,,,,,,,
濡,,,,,,,
濤,涛.kmt,涛,涛,涛,涛,涛,涛
濩,,,,,,,
濫,,滥,滥.sgp,滥.sgp,㳕,㳕,滥
濬,,,,,,,
濮,,,,,,,
濯,,,,,,,
濰,,潍,,潍,潍,潍.er2,潍
濱,滨,滨,滨,滨,滨,滨,滨
濺,,溅,,溅,溅,溅,溅
濼,,泺,,泺,泺,泺,泺
濾,,滤,,滤,滤,滤,滤
瀅,,滢,,滢,滢,滢,滢
瀆,,渎,,渎,渎,渎,渎
瀇,,㲿,,㲿,㲿,㲿,㲿
瀉,,泻,,泻,泻,泻,泻
瀋,,沈,,沈,沈,沈,沈
瀏,,浏,,浏,浏,浏,浏
瀑,,,,,,𣱶,
瀕,,濒,,濒,濒,濒,濒
瀘,,泸,,泸,泸,泸,泸
瀚,,,,,,,
瀛,,,,,,,
瀝,,沥,,沥,沥,沥,沥
瀟,,潇,,潇,潇,潇,潇
瀠,,潆,,潆,潆,潆,潆
瀣,,,,,,,
瀦,,潴,,潴,潴,潴,潴
瀧,,泷,,泷,泷,泷,泷
瀨,,濑,,濑,濑,濑,濑
瀰,,弥,,弥,弥,弥,弥
瀲,,潋,,潋,潋,潋,潋
瀵,,,,,,,
瀹,,,,,,,
瀾,,澜,,澜,㳕,㳕,澜
灃,,沣,,沣,沣,沣,沣
灄,,滠,,滠,滠,滠,滠
灌,,,,,浂,浂,
灏,,,,,,,
灑,,洒,洒,洒,洒,洒,洒
灕,,漓,,漓,漓,漓,漓
灘,滩,滩,滩,滩,滩,滩.er2,滩
灝,,灏,,灏,灏,灏,灏
灞,,,,,,,
灠,,漤,,漤,漤,漤,漤
灣,,湾,湾,湾,湾,湾,湾
灤,,滦,,滦,滦,滦,滦
灩,,滟,,滟,滟,滟,滟
火,,,,,,,
灭,,,,,,,
灯,,,,,,,
灰,,,,,,,
灵,,,,,,,
灶,,,,,,,
灸,,,,,,,
灼,,,,,,,
災,,灾,,灾,灾,灾,灾
灾,,,,,,,
灿,,,,,,,
炀,,,,,,,
炅,,,,,,,
炉,,,,,,,
炊,,,,,,,
炎,,,,,,,
炒,,,,,,,
炔,,,,,,,
炕,,,,,,,
炖,,,,,,,
炙,,,,,,,
炜,,,,,,,
炝,,,,,,,
炡,,,,,,,
炤,,,,,,,
炫,,,,,,,
炬,,,,,,,
炭,,,,,,,
炮,,,,,,,
炯,,,,,,,
炱,,,,,,,
炳,,,,,,,
炷,,,,,,,
炸,,,,,,,
点,,,,,,点.er2,
為,为,为,为,为,为,为,为
炼,,,,,,,
炽,,,,,,,
烁,,,,,,,
烂,,,,,,,
烃,,,,,,,
烈,,,,,,烈.er2,
烊,,,,,,,
烏,,乌,,乌,乌,乌,乌
烘,,,,,,,
烙,,,,,,,
烛,,,,,,,
烟,,,,,,,
烤,,,,,,,
烦,,,,,,,
烧,,,,,,,
烨,,,,,,,
烩,,,,,,,
烫,,,,,,,
烬,,,,,,,
热,,,,,,热.er2,
烯,,,,,,,
烴,,烃,,烃,烃,烃,烃
烷,,,,,,,
烹,,,,,,烹.er2,
烽,,,,,,夆,
焉,,,,,,焉.er2,
焊,,,,,,㶥,
焐,,,,,,,
焓,,,,,,,
焕,,,,,,,
焖,,,,,,,
焘,,,,,,焘.er2,
焙,,,,,,,
焚,,,,,,,
焜,,,,,,,
無,无,无,無.sgp,無.sgp,无,无,无
焦,,,,,,焦.er2,
焯,,,,,,,
焰,,,,,,焰.er2,
焱,,,,,,,
然,,,,,,然.er2,
煅,,,,,,,
煆,,,,,,,
煉,炼.kmt,炼,炼,炼,炼,炼,炼
煌,,,,,,,
煎,,,,,,煎.er2,
煒,,炜,,炜,炜,炜,炜
煖,,,,,,,
煙,,烟,,烟,烟,烟,烟
煜,,,,,,,
煞,,,,,,煞.er2,
煢,,茕,,茕,茕,茕,茕
煤,,,,,𭳿,𭳿,
煥,,焕,,焕,焕,焕,焕
煦,,,,,,煦.er2,
照,,,,,,照.er2,
煨,,,,,,,
煩,,烦,,烦,烦,烦,烦
煬,,炀,,炀,炀,炀,炀
煮,,,,,,煮.er2,
煲,,,,,,,
煴,,,,,,,
煸,,,,,,,
煽,,,,,扇,扇,
熄,,,,,息,息,
熅,,煴,,煴,煴,煴,煴
熊,,,,,,熊.er2,
熏,,,,,,熏.er2,
熒,,荧,,荧,荧,荧,荧
熔,,,,,,,
熗,,炝,,炝,炝,炝,炝
熘,,,,,溜.er1,溜.er1,
熙,,,,,,熙.er2,
熟,,,,,,熟.er2,
熠,,,,,,,
熨,,,,,,𭴈,
熬,,,,,,熬.er2,
熱,热,热,热,热,热,热.er2,热
熲,,颎,,颎,颎,颎,颎
熳,,,,,,,
熵,,,,,,熵.er2,
熹,,,,,,熹.er2,
熾,,炽,,炽,炽,炽,炽
燁,,烨,,烨,烨,烨,烨
燃,,,,,,𤆂,
燄,,,,,,,
燈,灯,灯,灯,灯,灯,灯,灯
燉,,炖,,炖,炖,炖,炖
燎,,,,,燎.er1,燎.er1,
燐,,,,,,,
燒,,烧,,烧,烧,烧,烧
燔,,,,,,,
燕,,,,,,燕.er2,
燙,,烫,,烫,烫,烫,烫
燜,,焖,,焖,焖,焖,焖
營,,营,营,营,营,营,营
燠,,,,,,,
燥,,,,,,,
燦,,灿,灿,灿,灿,灿,灿
燧,,,,,,,
燬,,毁,,毁,毁,毁,毁
燭,烛,烛,烛,烛,烛,烛,烛
燮,,,,,,,
燴,烩,烩,,烩,烩,烩,烩
燸,,,,,,,
燹,,,,,,,
燻,,,,,,,
燼,烬,烬,,烬,烬,烬,烬
燾,,焘,,焘,焘,焘.er2,焘
爆,,,,,𤆊,𤆊,
爍,,烁,烁,烁,烁,烁,烁
爐,炉,炉,炉,炉,炉,炉,炉
爛,,烂,烂,烂,烂,烂,烂
爝,,,,,,,
爨,,,,,,,
爪,,,,,,,
爬,,,,,,,
爭,,争,,争,争,争,争
爰,,,,,,,
爱,,,,,,,
爵,,,,,,,
父,,,,,,,
爷,,,,,,,
爸,,,,,,,
爹,,,,,,,
爺,,爷,爷,爷,爷,爷,爷
爻,,,,,,,
爽,,,,,爽.er1,爽.er1,
爾,尔,尔,,尔,尔,尔,尔
爿,,丬,,丬,丬,丬,丬
牀,床,床,,床,床,床,床
牆,,墙,,墙,垟,垟,墙
片,,,,,,,
版,,,,,,,
牌,,,,,,,
牍,,,,,,,
牒,,,,,,,
牖,,,,,,,
牘,,牍,,牍,牍,牍,牍
牙,,,,,,,
牛,,,,,,,
牝,,,,,,,
牞,,,,,,,
牟,,,,,,,
牠,,它,,它,它,它,它
牡,,,,,,,
牢,,,,,,,
牦,,,,,,,
牧,,,,,,,
物,,,,,,,
牮,,,,,,,
牯,,,,,,,
牲,,,,,,,
牴,,,,,,,
牵,,,,,,,
特,,,,,,,
牺,,,,,,,
牽,,牵,,牵,牵,牵,牵
牾,,,,,,,
牿,,,,,,,
犀,,,,,,犀.er2,
犁,,,,,,牞,
犄,,,,,,,
犊,,,,,,,
犋,,,,,犋.er1,犋.er1,
犍,,,,,,,
犒,,,,,,犒.er2,
犖,,荦,,荦,荦,荦,荦
犛,,牦,,牦,牦,牦,牦
犢,,犊,,犊,犊,犊,犊
犧,,牺,牺,牺,牺,牺,牺
犬,,,,,,,
犯,,,,,,,
犰,,,,,,,
犲,,,,,,,
犳,,,,,,,
犴,,,,,,,
状,,,,,,,
犷,,,,,,,
犹,,,,,,,
狀,,状,状,状,状,状,状
狁,,,,,,,
狂,,,,,,,
狃,,,,,,,
狄,,,,,,,
狈,,,,,,,
狎,,,,,,,
狐,,,,,,,
狒,,,,,,,
狗,,,,,,,
狙,,,,,,,
狝,,,,,,,
狞,,,,,,,
狠,,,,,,,
狡,,,,,,,
狢,,,,,,,
狨,,,,,,,
狩,,,,,,,
独,,,,,,,
狭,,,,,,,
狮,,,,,,,
狯,,,,,,,
狰,,,,,,,
狱,,,,,,,
狲,,,,,,,
狳,,,,,,,
狴,,,,,,,
狷,,,,,,,
狸,,,,,,,
狹,,狭,狭,狭,狭,狭,狭
狺,,,,,,,
狻,,,,,,,
狼,,,,,,,
狽,,狈,,狈,狈,狈,狈
猁,,,,,,,
猃,,,,,,,
猊,,,,,,,
猎,,,,,,,
猓,,,,,,,
猕,,,,,,,
猖,,,,,,,
猗,,,,,,,
猙,,狰,,狰,狰,狰,狰
猛,,,,,,猛.er2,
猜,,,,,猜.er1,猜.er1,
猝,,,,,,,
猞,,,,,,,
